74-W-183(n,elastic) ENDF/B-VII.1
1868.15,25.4569
1868.22,25.8548
1868.34,28.092
1868.46,32.444
1868.58,39.0866
1868.72,49.9322
1868.87,66.5417
1869.07,93.277
1869.7,196.035
1869.95,223.087
1870.17,231.769
1870.37,226.623
1870.63,203.063
1871.32,112.24
1871.58,86.1102
1871.78,71.0357
1871.97,59.8128
1872.22,49.979
1872.46,43.6474
1872.8,37.5304
1873.23,32.7294
1873.75,28.9566
1874.49,25.3772
1875.48,22.2634
1876.99,19.2757
1879.08,16.7496
1882.05,14.6209
1886.0,12.9289
1891.72,11.4692
1900.81,10.1364
1915.51,8.90508
1940.39,7.26445
1945.41,6.65894
1948.76,5.90633
1950.34,5.26257
1951.53,4.49348
1952.05,4.07061
1952.39,3.89809
1952.6,4.00991
1952.74,4.28749
1952.88,4.8359
1953.01,5.70297
1953.12,6.78524
1953.23,8.28957
1953.34,10.3144
1953.44,12.9596
1953.57,17.0872
1953.72,23.1526
1953.89,32.0151
1954.1,45.7763
1954.62,84.9025
1954.87,98.209
1955.1,102.921
1955.13,102.978
1955.37,98.6889
1955.64,85.7846
1956.23,48.1802
1956.45,36.9251
1956.63,29.8948
1956.8,24.8101
1957.01,20.4985
1957.19,18.0361
1957.4,16.0183
1957.68,14.3214
1958.18,12.6468
1959.01,11.2338
1960.13,10.217
1962.02,9.28206
1965.88,8.34135
1980.31,6.36203
1984.23,5.45805
1986.35,4.6766
1988.01,3.7714
1989.57,2.67845
1989.91,2.57069
1990.1,2.64498
1990.23,2.80925
1990.37,3.12216
1990.5,3.65706
1990.61,4.38704
1990.73,5.45665
1990.82,6.73075
1990.92,8.47776
1991.04,11.0464
1991.15,14.4554
1991.26,18.8878
1991.37,24.5307
1991.5,33.004
1991.65,45.5004
1991.81,62.2345
1992.03,90.626
1992.62,175.582
1992.85,199.675
1993.09,209.532
1993.13,209.626
1993.32,203.872
1993.57,182.865
1994.29,94.2256
1994.51,71.742
1994.7,57.232
1994.9,45.7928
1995.09,37.8602
1995.28,32.2144
1995.52,27.3977
1995.79,23.899
1996.19,20.6407
1996.75,17.882
1997.43,15.8568
1998.44,14.0147
1999.95,12.4162
2001.46,11.4524
2004.69,10.2793
2008.31,9.56065
2014.36,8.8824
2029.37,8.05744
2097.36,6.12031
2112.15,5.47185
2122.16,4.79653
2128.53,4.1413
2133.08,3.44789
2136.41,2.72097
2139.17,1.99727
2139.91,1.91326
2140.25,1.96409
2140.51,2.09068
2140.73,2.30791
2140.91,2.62177
2141.06,3.01233
2141.21,3.59148
2141.34,4.32201
2141.47,5.34731
2141.6,6.79583
2141.73,8.75396
2141.84,11.0818
2141.97,14.5443
2142.1,19.2356
2142.23,25.0507
2142.36,33.1434
2142.52,44.7332
2142.69,61.5519
2142.91,87.1654
2143.53,174.491
2143.79,200.749
2144.04,211.798
2144.08,212.051
2144.3,205.981
2144.51,188.85
2144.88,143.825
2145.28,92.8724
2145.5,69.7464
2145.71,52.9902
2145.88,42.2647
2146.06,33.3904
2146.24,27.2121
2146.42,22.7232
2146.63,19.0691
2146.86,16.2166
2147.16,13.721
2147.5,11.7972
2148.01,9.85355
2148.66,8.18436
2149.57,6.59121
2150.72,5.15108
2152.28,3.62427
2153.47,2.65333
2153.94,2.36229
2154.24,2.251
2154.39,2.2324
2154.61,2.28064
2154.83,2.4783
2155.01,2.80649
2155.15,3.26052
2155.29,3.96096
2155.42,4.89106
2155.53,6.04468
2155.65,7.60522
2155.76,9.69035
2155.88,12.4398
2156.0,16.1106
2156.13,21.4243
2156.26,28.8667
2156.4,38.4311
2156.56,51.8593
2156.74,71.3415
2156.98,103.242
2157.57,192.101
2157.82,218.99
2158.06,229.645
2158.09,229.798
2158.32,222.827
2158.56,202.235
2158.99,144.722
2159.35,97.5948
2159.58,72.9531
2159.78,56.1241
2159.97,44.486
2160.15,35.7722
2160.35,28.9904
2160.57,23.6019
2160.82,19.4666
2161.08,16.4858
2161.42,13.6394
2161.89,10.8252
2162.48,8.29781
2163.14,6.0607
2163.62,4.78799
2163.91,4.30445
2164.06,4.22529
2164.22,4.35896
2164.33,4.66484
2164.47,5.34076
2164.59,6.29357
2164.7,7.70895
2164.82,9.72439
2164.93,12.5034
2165.04,15.9963
2165.16,20.8083
2165.29,27.7479
2165.43,37.6336
2165.58,51.4454
2165.76,71.7956
2165.98,102.293
2166.61,202.673
2166.89,232.594
2167.14,243.098
2167.16,243.13
2167.36,237.237
2167.66,210.813
2168.39,113.68
2168.64,87.7465
2168.89,68.4166
2169.11,55.5451
2169.34,46.3909
2169.56,39.9335
2169.88,33.7526
2170.26,29.1791
2170.82,24.884
2171.54,21.4486
2172.34,18.9443
2173.63,16.3622
2175.4,14.1854
2177.81,12.3651
2180.39,11.1023
2184.38,9.78276
2192.88,7.93712
2198.57,6.87074
2200.0,6.65069
2200.5,22.9907
2500.0,22.2229
2988.82,21.9236
3000.0,21.9168
3500.0,21.9757
4000.0,21.8849
4782.12,20.7702
5000.0,20.4597
5977.65,19.6109
6000.0,19.5915
7000.0,18.4397
8000.0,17.6098
9000.0,16.8987
9500.0,16.4086
11357.5,15.8716
12000.0,15.6859
13000.0,15.315
15000.0,15.0628
17000.0,14.735
20000.0,13.9388
22000.0,13.6429
25000.0,13.2599
29888.2,12.4719
30000.0,12.4539
35000.0,11.9275
40000.0,11.3732
45000.0,11.11
60000.0,10.2009
95000.0,8.99822
160000.0,7.70085
295000.0,6.21212
475000.0,4.92062
600000.0,4.3711
725000.0,4.11172
933100.0,3.78254
1100000.0,3.58521
1300000.0,3.49782
1700000.0,3.58559
2000000.0,3.72749
2100000.0,3.72378
2300000.0,3.73616
3000000.0,3.66246
3750000.0,3.34378
5250000.0,2.66707
6250000.0,2.3742
7000000.0,2.24758
8000000.0,2.19346
9300000.0,2.27008
1.075E7,2.45849
1.3E7,2.89142
1.6E7,3.23466
1.7E7,3.25636
2.0E7,3.12624
3.0E7,2.35746
3.4E7,2.18567
3.8E7,2.12604
4.4E7,2.19258
6.0E7,2.62859
7.0E7,2.79956
8.0E7,2.83316
9.5E7,2.69664
1.45E8,1.92035
1.5E8,1.84885
