ENDF/B-VII.1 Angular Distribution of Neutrons: 13-Al-27(n,elastic)
Incident Neutron Energy: 1.000000E-5 eV
  
Cosine Value    Normalized Probability
8.400E-1    2.774E-1
8.200E-1    2.779E-1
8.000E-1    2.786E-1
7.800E-1    2.794E-1
7.600E-1    2.803E-1
7.400E-1    2.815E-1
7.200E-1    2.827E-1
7.000E-1    2.841E-1
6.800E-1    2.857E-1
6.600E-1    2.874E-1
6.400E-1    2.893E-1
6.200E-1    2.913E-1
6.000E-1    2.935E-1
5.800E-1    2.958E-1
5.600E-1    2.982E-1
5.400E-1    3.009E-1
5.200E-1    3.037E-1
5.000E-1    3.066E-1
4.800E-1    3.097E-1
4.600E-1    3.129E-1
4.400E-1    3.163E-1
4.200E-1    3.199E-1
4.000E-1    3.236E-1
3.800E-1    3.274E-1
3.600E-1    3.315E-1
3.400E-1    3.357E-1
3.200E-1    3.400E-1
3.000E-1    3.445E-1
2.800E-1    3.491E-1
2.600E-1    3.540E-1
2.400E-1    3.589E-1
2.200E-1    3.641E-1
2.000E-1    3.694E-1
1.800E-1    3.748E-1
1.600E-1    3.804E-1
1.400E-1    3.862E-1
1.200E-1    3.922E-1
1.000E-1    3.983E-1
8.000E-2    4.045E-1
6.000E-2    4.110E-1
4.000E-2    4.176E-1
2.000E-2    4.243E-1
6.123E-17   4.312E-1
-2.000E-2   4.383E-1
-4.000E-2   4.456E-1
-6.000E-2   4.530E-1
-8.000E-2   4.606E-1
-1.000E-1   4.683E-1
-1.200E-1   4.763E-1
-1.400E-1   4.843E-1
-1.600E-1   4.926E-1
-1.800E-1   5.010E-1
-2.000E-1   5.096E-1
-2.200E-1   5.184E-1
-2.400E-1   5.273E-1
-2.600E-1   5.364E-1
-2.800E-1   5.457E-1
-3.000E-1   5.551E-1
-3.200E-1   5.647E-1
-3.400E-1   5.745E-1
-3.600E-1   5.845E-1
-3.800E-1   5.946E-1
-4.000E-1   6.049E-1
-4.200E-1   6.154E-1
-4.400E-1   6.260E-1
-4.600E-1   6.368E-1
-4.800E-1   6.478E-1
-5.000E-1   6.590E-1
-5.200E-1   6.704E-1
-5.400E-1   6.819E-1
-5.600E-1   6.936E-1
-5.800E-1   7.055E-1
-6.000E-1   7.175E-1
-6.200E-1   7.298E-1
-6.400E-1   7.422E-1
-6.600E-1   7.548E-1
-6.800E-1   7.675E-1
-7.000E-1   7.805E-1
-7.200E-1   7.936E-1
-7.400E-1   8.069E-1
-7.600E-1   8.204E-1
-7.800E-1   8.341E-1
-8.000E-1   8.479E-1
-8.200E-1   8.619E-1
-8.400E-1   8.762E-1
-8.600E-1   8.905E-1
-8.800E-1   9.051E-1
-9.000E-1   9.199E-1
-9.200E-1   9.348E-1
-9.400E-1   9.500E-1
-9.600E-1   9.653E-1
-9.800E-1   9.808E-1
-1.000E0    9.965E-1
ENDF/B-VII.1 Angular Distribution of Neutrons: 13-Al-27(n,elastic)
Incident Neutron Energy: 8.000000E+5 eV
  
Cosine Value    Normalized Probability
1.000E0     2.630E-1
9.800E-1    2.618E-1
9.600E-1    2.608E-1
9.400E-1    2.599E-1
9.200E-1    2.592E-1
9.000E-1    2.587E-1
8.800E-1    2.583E-1
8.600E-1    2.581E-1
8.400E-1    2.581E-1
8.200E-1    2.582E-1
8.000E-1    2.585E-1
7.800E-1    2.589E-1
7.600E-1    2.596E-1
7.400E-1    2.604E-1
7.200E-1    2.613E-1
7.000E-1    2.625E-1
6.800E-1    2.638E-1
6.600E-1    2.652E-1
6.400E-1    2.669E-1
6.200E-1    2.687E-1
6.000E-1    2.707E-1
5.800E-1    2.729E-1
5.600E-1    2.752E-1
5.400E-1    2.778E-1
5.200E-1    2.805E-1
5.000E-1    2.834E-1
4.800E-1    2.864E-1
4.600E-1    2.897E-1
4.400E-1    2.931E-1
4.200E-1    2.967E-1
4.000E-1    3.005E-1
3.800E-1    3.045E-1
3.600E-1    3.087E-1
3.400E-1    3.130E-1
3.200E-1    3.176E-1
3.000E-1    3.223E-1
2.800E-1    3.272E-1
2.600E-1    3.323E-1
2.400E-1    3.376E-1
2.200E-1    3.431E-1
2.000E-1    3.487E-1
1.800E-1    3.546E-1
1.600E-1    3.607E-1
1.400E-1    3.669E-1
1.200E-1    3.734E-1
1.000E-1    3.800E-1
8.000E-2    3.869E-1
6.000E-2    3.939E-1
4.000E-2    4.012E-1
2.000E-2    4.086E-1
6.123E-17   4.162E-1
-2.000E-2   4.241E-1
-4.000E-2   4.321E-1
-6.000E-2   4.404E-1
-8.000E-2   4.488E-1
-1.000E-1   4.575E-1
-1.200E-1   4.663E-1
-1.400E-1   4.754E-1
-1.600E-1   4.847E-1
-1.800E-1   4.941E-1
-2.000E-1   5.038E-1
-2.200E-1   5.137E-1
-2.400E-1   5.238E-1
-2.600E-1   5.341E-1
-2.800E-1   5.447E-1
-3.000E-1   5.554E-1
-3.200E-1   5.664E-1
-3.400E-1   5.775E-1
-3.600E-1   5.889E-1
-3.800E-1   6.005E-1
-4.000E-1   6.123E-1
-4.200E-1   6.244E-1
-4.400E-1   6.366E-1
-4.600E-1   6.491E-1
-4.800E-1   6.618E-1
-5.000E-1   6.747E-1
-5.200E-1   6.879E-1
-5.400E-1   7.012E-1
-5.600E-1   7.148E-1
-5.800E-1   7.286E-1
-6.000E-1   7.427E-1
-6.200E-1   7.569E-1
-6.400E-1   7.714E-1
-6.600E-1   7.861E-1
-6.800E-1   8.011E-1
-7.000E-1   8.162E-1
-7.200E-1   8.316E-1
-7.400E-1   8.473E-1
-7.600E-1   8.631E-1
-7.800E-1   8.792E-1
-8.000E-1   8.956E-1
-8.200E-1   9.121E-1
